City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Gondanglegi,ID,2022-06-07 20:22:26,-7.7479,112.0132,74.93,93,100,2.71
278,Lumphat,KH,2022-06-07 20:22:27,13.4878,106.9816,73.36,98,100,2.59
279,Mikhaylovka,RU,2022-06-07 20:22:27,50.06,43.2379,56.77,75,69,6.71
280,Porto Santo,PT,2022-06-07 20:20:58,33.072,-16.3415,66.58,82,40,12.66
281,Newport,GB,2022-06-07 20:20:20,51.5877,-2.9984,62.46,82,100,10.56
282,Kungurtug,RU,2022-06-07 20:22:28,50.5994,97.5228,39.43,49,100,0.87
283,Khor,RU,2022-06-07 20:22:28,47.8861,134.9464,56.82,89,93,6.15
284,Geraldton,AU,2022-06-07 20:22:29,-28.7667,114.6,66.61,34,100,16.11
285,Cabo San Lucas,MX,2022-06-07 20:20:53,22.8909,-109.9124,86.61,68,0,10.36
286,Carutapera,BR,2022-06-07 20:22:29,-1.195,-46.02,78.35,90,87,4.07
287,Sonepur,IN,2022-06-07 20:22:29,20.8333,83.9167,86.92,42,72,4.32
288,Nemuro,JP,2022-06-07 20:22:30,43.3236,145.575,45.68,77,100,8.97
289,Vao,NC,2022-06-07 20:22:30,-22.6667,167.4833,74.73,74,100,14.56
290,Katsuura,JP,2022-06-07 20:22:30,35.1333,140.3,62.46,88,100,14.58
